Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Air France,MAD,DUB,5h 25m,1 stop,€142,13/12/2023,05/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€122,13/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€45,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€40,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,14/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€42,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€40,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,14/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€42,14/12/2023,05/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,14/12/2023,05/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 45m,direct,€66,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€66,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,14/12/2023,05/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,14/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,14/12/2023,05/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€45,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€40,15/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,15/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€43,15/12/2023,05/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,15/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€67,15/12/2023,05/12/2023
Iberia,MAD,DUB,2h 45m,direct,€67,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,15/12/2023,05/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,15/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€103,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€120,15/12/2023,05/12/2023
Vueling,MAD,DUB,6h 15m,1 stop,€108,15/12/2023,05/12/2023
"Vueling, Aer Lingus",MAD,DUB,5h 15m,1 stop,€119,15/12/2023,05/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,15/12/2023,05/12/2023
"Iberia, Aer Lingus",MAD,DUB,7h 35m,1 stop,€93,15/12/2023,05/12/2023
,,,,,,,
